Employee_ID,Department,Skill,Skill_Level,Experience_Years,Certification
EMP388,Backend,Microservices,Expert,4,No
EMP388,Backend,Flask,Intermediate,7,No
EMP389,Security,Azure Security,Advanced,5,Yes
EMP389,Security,Pen Testing,Advanced,4,No
EMP389,Security,IAM,Intermediate,8,Yes
EMP389,Security,Encryption,Expert,11,No
EMP389,Security,OWASP,Intermediate,12,Yes
EMP389,Security,Firewall,Beginner,2,No
EMP390,DevOps,Ansible,Expert,6,Yes
EMP390,DevOps,Terraform,Expert,11,No
EMP390,DevOps,Jenkins,Expert,3,Yes
EMP391,QA,Selenium,Intermediate,3,No
EMP391,QA,Manual Testing,Advanced,1,Yes
EMP391,QA,TestNG,Expert,10,No
EMP391,QA,Cypress,Expert,9,Yes
EMP391,QA,API Testing,Expert,5,No
EMP391,QA,JUnit,Beginner,2,Yes
EMP392,AI/ML,Python,Intermediate,7,Yes
EMP392,AI/ML,TensorFlow,Advanced,2,No
EMP392,AI/ML,Pandas,Advanced,4,Yes
EMP393,Backend,Python,Advanced,4,Yes
EMP393,Backend,Spring Boot,Intermediate,12,No
EMP393,Backend,Flask,Beginner,5,Yes
EMP393,Backend,Django,Beginner,8,No
EMP394,Security,SIEM,Beginner,1,Yes
EMP394,Security,IAM,Advanced,10,No
EMP394,Security,Firewall,Advanced,11,No
EMP394,Security,Pen Testing,Advanced,12,Yes
EMP394,Security,SOC,Intermediate,9,Yes
EMP395,Database,SQL Server,Expert,7,No
EMP395,Database,Redis,Expert,7,Yes
EMP395,Database,SQLite,Expert,4,Yes
EMP396,Database,MongoDB,Expert,5,Yes
EMP396,Database,SQLite,Beginner,12,Yes
EMP396,Database,Oracle,Intermediate,5,No
EMP397,Data Engineering,SQL,Advanced,10,No
EMP397,Data Engineering,Delta Lake,Intermediate,12,No
EMP397,Data Engineering,Snowflake,Advanced,12,Yes
EMP397,Data Engineering,Kafka,Intermediate,5,Yes
EMP397,Data Engineering,PySpark,Beginner,4,Yes
EMP398,Frontend,Vue.js,Advanced,8,Yes
EMP398,Frontend,TypeScript,Expert,6,No
EMP398,Frontend,Angular,Beginner,6,No
EMP399,DevOps,Jenkins,Advanced,7,No
EMP399,DevOps,Kubernetes,Beginner,10,No
EMP399,DevOps,Linux,Intermediate,5,No
EMP399,DevOps,Azure DevOps,Beginner,2,Yes
EMP399,DevOps,Git,Beginner,9,No
EMP399,DevOps,Ansible,Advanced,5,No
EMP400,Frontend,JavaScript,Advanced,8,Yes
EMP400,Frontend,CSS,Beginner,8,Yes
EMP400,Frontend,React,Intermediate,10,Yes
EMP400,Frontend,Bootstrap,Beginner,12,Yes
EMP401,Cloud,Azure,Expert,12,No
EMP401,Cloud,Terraform,Expert,10,No
EMP401,Cloud,AWS,Expert,2,Yes
EMP402,DevOps,Kubernetes,Expert,3,Yes
EMP402,DevOps,Linux,Expert,1,Yes
EMP402,DevOps,Git,Expert,6,No
EMP403,Cloud,EC2,Advanced,11,No
EMP403,Cloud,Azure Storage,Expert,10,No
EMP403,Cloud,S3,Expert,2,No
EMP403,Cloud,GCP,Beginner,2,No
EMP404,Security,IAM,Expert,7,No
EMP404,Security,Pen Testing,Intermediate,5,No
EMP404,Security,Azure Security,Expert,9,No
EMP404,Security,SIEM,Intermediate,2,Yes
EMP404,Security,Encryption,Advanced,11,No
EMP405,Data Engineering,Snowflake,Beginner,11,No
EMP405,Data Engineering,SQL,Expert,9,Yes
EMP405,Data Engineering,Databricks,Expert,10,Yes
EMP406,DevOps,Git,Expert,6,No
EMP406,DevOps,Linux,Beginner,7,Yes
EMP406,DevOps,Docker,Intermediate,6,No
EMP406,DevOps,Ansible,Intermediate,4,Yes
EMP406,DevOps,Kubernetes,Advanced,7,Yes
EMP406,DevOps,Jenkins,Advanced,5,No
EMP407,Frontend,Angular,Advanced,4,No
EMP407,Frontend,JavaScript,Beginner,7,Yes
EMP407,Frontend,Vue.js,Beginner,2,No
EMP407,Frontend,React,Advanced,2,No
EMP407,Frontend,Bootstrap,Expert,2,No
EMP408,Frontend,Angular,Advanced,3,No
EMP408,Frontend,Bootstrap,Expert,1,Yes
EMP408,Frontend,JavaScript,Beginner,2,No
EMP408,Frontend,Vue.js,Expert,2,Yes
EMP409,Data Engineering,Databricks,Beginner,10,No
EMP409,Data Engineering,SQL,Advanced,11,Yes
EMP409,Data Engineering,Airflow,Beginner,6,No
EMP409,Data Engineering,Azure Data Factory,Advanced,10,No
EMP409,Data Engineering,Snowflake,Intermediate,3,No
EMP409,Data Engineering,Kafka,Expert,4,Yes
EMP410,Backend,Microservices,Intermediate,10,Yes
EMP410,Backend,REST API,Advanced,1,Yes
EMP410,Backend,Spring Boot,Expert,4,Yes
EMP410,Backend,Flask,Beginner,3,No
EMP411,Data Engineering,Snowflake,Advanced,4,Yes
EMP411,Data Engineering,Kafka,Advanced,7,No
EMP411,Data Engineering,Airflow,Advanced,5,Yes
EMP411,Data Engineering,Databricks,Beginner,4,No
EMP412,Frontend,Vue.js,Beginner,4,No
EMP412,Frontend,React,Expert,2,Yes
EMP412,Frontend,HTML,Intermediate,10,No
EMP412,Frontend,CSS,Beginner,4,Yes
EMP412,Frontend,TypeScript,Expert,1,Yes
EMP413,Cloud,AWS,Beginner,6,No
EMP413,Cloud,Networking,Expert,8,Yes
EMP413,Cloud,EC2,Beginner,1,Yes
EMP413,Cloud,GCP,Expert,8,No
EMP413,Cloud,S3,Intermediate,10,Yes
EMP413,Cloud,Azure Storage,Intermediate,9,Yes
EMP414,Security,Firewall,Expert,7,No
EMP414,Security,SIEM,Beginner,10,No
EMP414,Security,Encryption,Beginner,1,No
EMP414,Security,SOC,Intermediate,2,Yes
EMP415,Backend,REST API,Beginner,9,No
EMP415,Backend,Spring Boot,Beginner,8,No
EMP415,Backend,FastAPI,Beginner,11,No
EMP415,Backend,Microservices,Expert,8,No
EMP415,Backend,Java,Intermediate,4,No
EMP416,QA,Playwright,Expert,7,No
EMP416,QA,Manual Testing,Expert,12,Yes
EMP416,QA,Cypress,Expert,6,Yes
EMP417,DevOps,Ansible,Beginner,10,No
EMP417,DevOps,Kubernetes,Advanced,6,No
EMP417,DevOps,Terraform,Intermediate,10,Yes
EMP417,DevOps,Linux,Intermediate,9,Yes
EMP417,DevOps,Docker,Expert,1,No
EMP417,DevOps,Git,Advanced,11,No
EMP418,Security,IAM,Beginner,9,No
EMP418,Security,OWASP,Intermediate,4,Yes
EMP418,Security,SOC,Expert,4,Yes
EMP419,Database,PostgreSQL,Expert,10,Yes
EMP419,Database,Oracle,Advanced,7,No
EMP419,Database,Cassandra,Beginner,5,Yes
EMP419,Database,Redis,Expert,8,Yes
EMP419,Database,SQL Server,Expert,1,No
EMP419,Database,SQLite,Beginner,1,Yes
EMP420,Support,Troubleshooting,Advanced,4,No
EMP420,Support,Linux,Intermediate,9,Yes
EMP420,Support,Office365,Beginner,9,No
EMP420,Support,ServiceNow,Expert,9,No
EMP420,Support,ITIL,Intermediate,7,No
EMP421,QA,Postman,Intermediate,5,No
EMP421,QA,Playwright,Expert,6,No
EMP421,QA,JUnit,Beginner,7,No
EMP421,QA,Cypress,Beginner,7,No
EMP421,QA,API Testing,Beginner,9,Yes
EMP422,AI/ML,NLP,Intermediate,5,Yes
EMP422,AI/ML,XGBoost,Beginner,5,Yes
EMP422,AI/ML,Python,Intermediate,8,Yes
EMP422,AI/ML,PyTorch,Beginner,3,Yes
EMP422,AI/ML,Scikit-learn,Advanced,6,Yes
EMP423,Security,IAM,Intermediate,11,Yes
EMP423,Security,SOC,Intermediate,7,No
EMP423,Security,SIEM,Expert,4,Yes
EMP424,Backend,Microservices,Intermediate,5,No
EMP424,Backend,Flask,Intermediate,3,No
EMP424,Backend,Django,Expert,2,Yes
EMP424,Backend,Spring Boot,Intermediate,11,No
EMP424,Backend,Java,Advanced,7,No
EMP425,DevOps,Git,Advanced,10,Yes
EMP425,DevOps,Azure DevOps,Intermediate,5,No
EMP425,DevOps,Terraform,Expert,7,No
EMP425,DevOps,Ansible,Beginner,5,Yes
EMP426,Support,Linux,Advanced,12,No
EMP426,Support,Active Directory,Advanced,9,Yes
EMP426,Support,Windows,Advanced,3,Yes
EMP427,Database,MongoDB,Beginner,3,No
EMP427,Database,Cassandra,Beginner,9,No
EMP427,Database,MySQL,Advanced,3,No
EMP427,Database,PostgreSQL,Advanced,3,Yes
EMP427,Database,SQL Server,Intermediate,1,Yes
EMP427,Database,Redis,Beginner,11,Yes
EMP428,Database,Cassandra,Advanced,4,Yes
EMP428,Database,MySQL,Advanced,10,Yes
EMP428,Database,SQL Server,Advanced,3,Yes
EMP428,Database,Redis,Intermediate,12,Yes
EMP429,DevOps,Jenkins,Advanced,3,No
EMP429,DevOps,Docker,Intermediate,9,Yes
EMP429,DevOps,Azure DevOps,Beginner,3,Yes
EMP429,DevOps,Ansible,Advanced,5,Yes
EMP430,Backend,REST API,Expert,2,No
EMP430,Backend,Django,Advanced,9,No
EMP430,Backend,FastAPI,Beginner,12,No
EMP430,Backend,Flask,Advanced,11,Yes
EMP430,Backend,Microservices,Intermediate,7,Yes
EMP431,AI/ML,Pandas,Advanced,9,Yes
EMP431,AI/ML,NumPy,Expert,8,No
EMP431,AI/ML,TensorFlow,Advanced,3,No
EMP431,AI/ML,PyTorch,Intermediate,3,Yes
EMP431,AI/ML,XGBoost,Advanced,4,Yes
EMP432,DevOps,Terraform,Intermediate,12,Yes
EMP432,DevOps,Azure DevOps,Advanced,5,Yes
EMP432,DevOps,Linux,Advanced,5,Yes
EMP432,DevOps,Jenkins,Expert,6,No
EMP432,DevOps,Docker,Advanced,3,Yes
EMP432,DevOps,Git,Advanced,9,No
EMP433,QA,Selenium,Advanced,6,Yes
EMP433,QA,TestNG,Expert,7,No
EMP433,QA,Cypress,Beginner,1,No
EMP433,QA,Playwright,Advanced,11,No
EMP433,QA,API Testing,Intermediate,5,Yes
EMP434,Frontend,Bootstrap,Intermediate,4,No
EMP434,Frontend,JavaScript,Advanced,11,No
EMP434,Frontend,Angular,Intermediate,6,Yes
EMP435,AI/ML,NumPy,Advanced,6,No
EMP435,AI/ML,Python,Expert,9,Yes
EMP435,AI/ML,XGBoost,Expert,4,Yes
EMP436,Frontend,Vue.js,Advanced,8,Yes
EMP436,Frontend,TypeScript,Advanced,3,No
EMP436,Frontend,JavaScript,Expert,12,No
EMP436,Frontend,Bootstrap,Expert,10,Yes
EMP437,AI/ML,TensorFlow,Intermediate,9,Yes
EMP437,AI/ML,Pandas,Beginner,7,No
EMP437,AI/ML,XGBoost,Intermediate,9,No
EMP437,AI/ML,NumPy,Intermediate,3,No
EMP438,Database,Oracle,Intermediate,6,Yes
EMP438,Database,SQLite,Beginner,12,No
EMP438,Database,SQL Server,Advanced,3,No
EMP438,Database,MySQL,Advanced,4,Yes
EMP438,Database,MongoDB,Expert,3,No
EMP438,Database,Redis,Intermediate,3,Yes
EMP439,DevOps,Azure DevOps,Advanced,3,No
EMP439,DevOps,Kubernetes,Intermediate,1,No
EMP439,DevOps,Jenkins,Intermediate,2,No
EMP440,Backend,Java,Expert,9,No
EMP440,Backend,Django,Beginner,4,Yes
EMP440,Backend,FastAPI,Beginner,11,Yes
EMP440,Backend,Microservices,Intermediate,7,No
EMP440,Backend,Flask,Advanced,11,No
EMP440,Backend,Spring Boot,Expert,11,No
EMP441,Cloud,EC2,Expert,9,Yes
EMP441,Cloud,Azure,Beginner,11,Yes
EMP441,Cloud,GCP,Advanced,11,No
EMP441,Cloud,Terraform,Beginner,4,Yes
EMP442,Cloud,S3,Advanced,3,No
EMP442,Cloud,Terraform,Intermediate,12,Yes
EMP442,Cloud,Networking,Intermediate,4,Yes
EMP442,Cloud,AWS,Advanced,7,No
EMP442,Cloud,GCP,Advanced,2,No
EMP443,QA,Selenium,Expert,8,Yes
EMP443,QA,Postman,Advanced,4,Yes
EMP443,QA,API Testing,Advanced,9,Yes
EMP444,Security,Encryption,Expert,11,Yes
EMP444,Security,Firewall,Beginner,1,No
EMP444,Security,Azure Security,Expert,4,Yes
EMP444,Security,SOC,Intermediate,9,Yes
EMP444,Security,OWASP,Beginner,4,Yes
EMP445,QA,Selenium,Intermediate,9,Yes
EMP445,QA,Postman,Advanced,2,Yes
EMP445,QA,TestNG,Expert,3,Yes
EMP446,Security,OWASP,Advanced,1,Yes
EMP446,Security,Azure Security,Expert,9,Yes
EMP446,Security,Firewall,Beginner,5,Yes
EMP446,Security,Pen Testing,Expert,11,No
EMP446,Security,SIEM,Expert,9,No
EMP446,Security,Encryption,Advanced,8,No
EMP447,Frontend,Angular,Expert,8,No
EMP447,Frontend,CSS,Intermediate,3,Yes
EMP447,Frontend,React,Advanced,10,Yes
EMP447,Frontend,JavaScript,Beginner,10,Yes
EMP448,Backend,REST API,Advanced,7,No
EMP448,Backend,Java,Advanced,10,No
EMP448,Backend,Flask,Intermediate,2,No
EMP449,Cloud,Terraform,Advanced,3,Yes
EMP449,Cloud,Azure Storage,Intermediate,3,No
EMP449,Cloud,Azure,Advanced,3,Yes
EMP449,Cloud,Networking,Expert,1,Yes
EMP449,Cloud,EC2,Beginner,11,Yes
EMP450,AI/ML,NumPy,Intermediate,2,No
EMP450,AI/ML,PyTorch,Expert,10,No
EMP450,AI/ML,NLP,Advanced,4,Yes
EMP450,AI/ML,Scikit-learn,Advanced,4,No
EMP451,Support,Networking,Beginner,2,Yes
EMP451,Support,ITIL,Expert,6,No
EMP451,Support,Active Directory,Intermediate,3,No
EMP451,Support,Troubleshooting,Beginner,12,No
EMP451,Support,Windows,Expert,5,No
EMP451,Support,Linux,Intermediate,5,Yes
EMP452,Backend,Spring Boot,Intermediate,4,No
EMP452,Backend,REST API,Intermediate,4,No
EMP452,Backend,Flask,Intermediate,3,Yes
EMP453,Security,Encryption,Intermediate,6,Yes
EMP453,Security,SOC,Beginner,1,No
EMP453,Security,Azure Security,Beginner,5,Yes
EMP453,Security,SIEM,Intermediate,7,No
EMP454,DevOps,Linux,Advanced,2,Yes
EMP454,DevOps,Jenkins,Intermediate,10,Yes
EMP454,DevOps,Terraform,Advanced,11,No
EMP454,DevOps,Azure DevOps,Intermediate,7,No
EMP455,Support,Active Directory,Expert,9,No
EMP455,Support,ServiceNow,Beginner,11,No
EMP455,Support,Networking,Expert,2,Yes
EMP456,Security,Firewall,Expert,5,Yes
EMP456,Security,Azure Security,Intermediate,6,No
EMP456,Security,SOC,Intermediate,4,No
EMP457,QA,Manual Testing,Advanced,5,No
EMP457,QA,Cypress,Beginner,8,Yes
EMP457,QA,API Testing,Beginner,10,Yes
EMP458,Security,SOC,Beginner,11,No
EMP458,Security,Pen Testing,Advanced,1,No
EMP458,Security,OWASP,Expert,2,Yes
EMP458,Security,Azure Security,Intermediate,4,No
EMP458,Security,Encryption,Expert,3,No
EMP459,Data Engineering,Snowflake,Beginner,11,No
EMP459,Data Engineering,PySpark,Expert,6,No
EMP459,Data Engineering,Delta Lake,Beginner,4,Yes
EMP459,Data Engineering,Databricks,Expert,4,Yes
EMP459,Data Engineering,Airflow,Expert,6,No
EMP460,Data Engineering,Databricks,Intermediate,7,Yes
EMP460,Data Engineering,Airflow,Advanced,7,Yes
EMP460,Data Engineering,Snowflake,Intermediate,7,Yes
EMP461,AI/ML,XGBoost,Expert,10,Yes
EMP461,AI/ML,TensorFlow,Intermediate,8,Yes
EMP461,AI/ML,NumPy,Expert,8,Yes
EMP461,AI/ML,Python,Expert,8,Yes
EMP461,AI/ML,NLP,Expert,4,Yes
EMP461,AI/ML,PyTorch,Expert,7,Yes
EMP462,Support,Networking,Advanced,4,No
EMP462,Support,ITIL,Expert,1,Yes
EMP462,Support,Troubleshooting,Expert,11,No
EMP462,Support,Linux,Intermediate,6,Yes
EMP462,Support,Office365,Expert,7,No
EMP463,AI/ML,Python,Intermediate,9,No
EMP463,AI/ML,Pandas,Advanced,11,Yes
EMP463,AI/ML,Scikit-learn,Intermediate,11,Yes
EMP463,AI/ML,NLP,Intermediate,12,Yes
EMP463,AI/ML,NumPy,Expert,9,No
EMP463,AI/ML,TensorFlow,Advanced,2,No
EMP464,Database,PostgreSQL,Expert,12,Yes
EMP464,Database,MySQL,Expert,1,No
EMP464,Database,SQL Server,Beginner,8,No
EMP465,Cloud,AWS,Intermediate,3,Yes
EMP465,Cloud,GCP,Expert,5,No
EMP465,Cloud,Terraform,Intermediate,10,No
EMP466,Cloud,GCP,Intermediate,10,Yes
EMP466,Cloud,EC2,Advanced,11,Yes
EMP466,Cloud,Networking,Beginner,6,No
EMP466,Cloud,S3,Advanced,10,Yes
EMP466,Cloud,AWS,Advanced,6,Yes
EMP467,Cloud,Terraform,Intermediate,5,No
EMP467,Cloud,Azure,Advanced,1,No
EMP467,Cloud,Networking,Expert,8,No
EMP467,Cloud,GCP,Expert,12,No
EMP467,Cloud,Azure Storage,Intermediate,1,No
EMP467,Cloud,S3,Advanced,10,Yes
EMP468,AI/ML,Scikit-learn,Advanced,4,No
EMP468,AI/ML,NumPy,Advanced,6,No
EMP468,AI/ML,XGBoost,Intermediate,5,Yes
EMP469,DevOps,Kubernetes,Advanced,4,No
EMP469,DevOps,Linux,Expert,5,Yes
EMP469,DevOps,Docker,Beginner,11,No
EMP470,Frontend,React,Advanced,11,Yes
EMP470,Frontend,Bootstrap,Intermediate,6,No
EMP470,Frontend,JavaScript,Beginner,6,Yes
EMP470,Frontend,TypeScript,Advanced,7,Yes
EMP471,Support,Office365,Intermediate,8,Yes
EMP471,Support,Linux,Advanced,4,Yes
EMP471,Support,ServiceNow,Advanced,7,No
EMP471,Support,Active Directory,Beginner,6,Yes
EMP471,Support,Windows,Intermediate,5,Yes
EMP471,Support,Networking,Expert,9,No
EMP472,Backend,FastAPI,Expert,4,Yes
EMP472,Backend,Flask,Beginner,10,No
EMP472,Backend,Python,Beginner,9,No
EMP472,Backend,Spring Boot,Intermediate,4,Yes
EMP472,Backend,Java,Intermediate,4,Yes
EMP473,AI/ML,TensorFlow,Expert,6,Yes
EMP473,AI/ML,Scikit-learn,Beginner,8,Yes
EMP473,AI/ML,PyTorch,Intermediate,3,Yes
EMP474,Cloud,Terraform,Expert,9,Yes
EMP474,Cloud,GCP,Beginner,3,Yes
EMP474,Cloud,Azure Storage,Advanced,10,No
EMP474,Cloud,S3,Intermediate,2,Yes
EMP474,Cloud,Networking,Beginner,7,No
EMP474,Cloud,Azure,Beginner,6,Yes
EMP475,DevOps,Terraform,Advanced,8,Yes
EMP475,DevOps,Ansible,Intermediate,6,Yes
EMP475,DevOps,Linux,Advanced,11,Yes
EMP475,DevOps,Docker,Advanced,4,Yes
EMP475,DevOps,Git,Advanced,9,No
EMP475,DevOps,Kubernetes,Advanced,9,Yes
EMP476,DevOps,Azure DevOps,Advanced,12,No
EMP476,DevOps,Linux,Intermediate,6,No
EMP476,DevOps,Terraform,Expert,9,Yes
EMP476,DevOps,Jenkins,Intermediate,3,Yes
EMP477,QA,API Testing,Expert,7,Yes
EMP477,QA,Manual Testing,Advanced,4,Yes
EMP477,QA,Playwright,Expert,9,No
EMP477,QA,TestNG,Intermediate,11,Yes
EMP478,Backend,Flask,Expert,12,No
EMP478,Backend,Python,Expert,9,No
EMP478,Backend,Java,Advanced,9,No
EMP479,QA,JUnit,Intermediate,3,No
EMP479,QA,Manual Testing,Expert,6,Yes
EMP479,QA,Postman,Beginner,1,No
EMP480,AI/ML,Scikit-learn,Beginner,1,Yes
EMP480,AI/ML,PyTorch,Advanced,4,Yes
EMP480,AI/ML,NumPy,Beginner,2,No
EMP480,AI/ML,NLP,Beginner,10,Yes
EMP480,AI/ML,Python,Beginner,11,No
EMP481,QA,Manual Testing,Expert,8,Yes
EMP481,QA,API Testing,Expert,12,No
EMP481,QA,Postman,Expert,2,Yes
EMP481,QA,Selenium,Advanced,1,Yes
EMP481,QA,TestNG,Beginner,2,No
EMP481,QA,Cypress,Advanced,2,No
EMP482,DevOps,Terraform,Intermediate,12,No
EMP482,DevOps,Azure DevOps,Advanced,5,No
EMP482,DevOps,Kubernetes,Expert,10,No
EMP482,DevOps,Ansible,Intermediate,8,Yes
EMP483,Data Engineering,Airflow,Beginner,4,Yes
EMP483,Data Engineering,SQL,Intermediate,2,Yes
EMP483,Data Engineering,Azure Data Factory,Beginner,3,No
EMP483,Data Engineering,Kafka,Expert,12,Yes
EMP483,Data Engineering,Delta Lake,Intermediate,11,Yes
EMP483,Data Engineering,Databricks,Expert,7,No
EMP484,Security,OWASP,Beginner,6,No
EMP484,Security,SOC,Intermediate,5,Yes
EMP484,Security,Azure Security,Intermediate,5,No
EMP485,Database,Cassandra,Beginner,12,Yes
EMP485,Database,MySQL,Beginner,5,Yes
EMP485,Database,PostgreSQL,Expert,10,No
EMP486,Backend,FastAPI,Intermediate,3,Yes
EMP486,Backend,Spring Boot,Expert,7,Yes
EMP486,Backend,Python,Beginner,2,Yes
EMP486,Backend,Flask,Expert,12,No
EMP486,Backend,Microservices,Intermediate,7,No
EMP487,Support,Windows,Intermediate,11,No
EMP487,Support,ITIL,Intermediate,10,No
EMP487,Support,Linux,Advanced,10,Yes
EMP488,Data Engineering,Kafka,Intermediate,7,No
EMP488,Data Engineering,Databricks,Expert,11,No
EMP488,Data Engineering,SQL,Beginner,7,No
EMP488,Data Engineering,Azure Data Factory,Beginner,11,Yes
EMP488,Data Engineering,Delta Lake,Advanced,9,Yes
EMP489,DevOps,Git,Intermediate,7,Yes
EMP489,DevOps,Kubernetes,Beginner,10,No
EMP489,DevOps,Ansible,Intermediate,4,Yes
EMP489,DevOps,Azure DevOps,Intermediate,5,Yes
EMP489,DevOps,Docker,Expert,12,No
EMP489,DevOps,Jenkins,Beginner,6,No
EMP490,AI/ML,Python,Advanced,1,No
EMP490,AI/ML,Scikit-learn,Intermediate,9,Yes
EMP490,AI/ML,PyTorch,Intermediate,1,No
EMP490,AI/ML,TensorFlow,Advanced,10,No
EMP491,Backend,Spring Boot,Beginner,5,Yes
EMP491,Backend,REST API,Advanced,1,No
EMP491,Backend,Java,Intermediate,7,Yes
EMP492,DevOps,Kubernetes,Advanced,11,Yes
EMP492,DevOps,Terraform,Intermediate,12,No
EMP492,DevOps,Azure DevOps,Intermediate,1,No
EMP492,DevOps,Git,Beginner,10,Yes
EMP493,Support,Active Directory,Advanced,2,Yes
EMP493,Support,Troubleshooting,Expert,9,Yes
EMP493,Support,Office365,Advanced,9,No
EMP493,Support,Windows,Expert,5,No
EMP494,Support,Troubleshooting,Expert,12,Yes
EMP494,Support,Active Directory,Beginner,2,No
EMP494,Support,Networking,Intermediate,7,No
EMP494,Support,Office365,Expert,2,Yes
EMP495,DevOps,Ansible,Expert,4,No
EMP495,DevOps,Kubernetes,Expert,3,No
EMP495,DevOps,Docker,Intermediate,8,Yes
EMP496,Support,ITIL,Intermediate,5,Yes
EMP496,Support,Troubleshooting,Expert,1,Yes
EMP496,Support,Office365,Expert,10,No
EMP497,QA,API Testing,Advanced,9,Yes
EMP497,QA,JUnit,Intermediate,4,Yes
EMP497,QA,Postman,Advanced,3,No
EMP497,QA,Playwright,Beginner,8,No
EMP497,QA,TestNG,Expert,8,No
EMP497,QA,Manual Testing,Beginner,2,Yes
EMP498,Database,Oracle,Intermediate,7,No
EMP498,Database,Redis,Beginner,3,No
EMP498,Database,SQL Server,Advanced,10,Yes
EMP498,Database,SQLite,Beginner,4,No
EMP498,Database,MongoDB,Expert,2,No
EMP499,Database,MongoDB,Expert,6,Yes
EMP499,Database,Redis,Beginner,2,Yes
EMP499,Database,Oracle,Advanced,1,No
EMP499,Database,Cassandra,Intermediate,8,Yes
EMP499,Database,SQLite,Beginner,12,Yes
EMP500,Backend,Spring Boot,Beginner,4,Yes
EMP500,Backend,FastAPI,Beginner,4,No
EMP500,Backend,Python,Intermediate,3,Yes
